label_type	pref_label	label
disease	diffuse large b-cell lymphoma	diffuse large-cell lymphomas
disease	diffuse large b-cell lymphoma	diffuse large lymphoma
disease	diffuse large b-cell lymphoma	dlbcl
disease	diffuse large b-cell lymphoma	histiocytic lymphoma
disease	diffuse large b-cell lymphoma	histiocytic lymphoma, diffuse
disease	diffuse large b-cell lymphoma	histiocytic lymphomas
disease	diffuse large b-cell lymphoma	histiocytic lymphomas, diffuse
disease	diffuse large b-cell lymphoma	human b cell non-hodgkin's lymphoma
disease	diffuse large b-cell lymphoma	large b-cell lymphoma
disease	diffuse large b-cell lymphoma	large cell lymphoma
disease	diffuse large b-cell lymphoma	large-cell lymphoma
disease	diffuse large b-cell lymphoma	large cell lymphoma, diffuse
disease	diffuse large b-cell lymphoma	large-cell lymphoma, diffuse
disease	diffuse large b-cell lymphoma	large cell lymphoma; diffuse mixed histiocytic and lymphocytic lymphoma; follicular b cell lymphoma
disease	diffuse large b-cell lymphoma	large-cell lymphomas
disease	diffuse large b-cell lymphoma	large-cell lymphomas, diffuse
disease	diffuse large b-cell lymphoma	large lymphoid lymphoma, diffuse
disease	diffuse large b-cell lymphoma	large lymphoma
disease	diffuse large b-cell lymphoma	large lymphoma diffuse
disease	diffuse large b-cell lymphoma	lymphoid neoplasm diffuse large b-cell lymphoma
disease	diffuse large b-cell lymphoma	lymphoma, diffuse histiocytic
disease	diffuse large b-cell lymphoma	lymphoma diffuse large
disease	diffuse large b-cell lymphoma	lymphoma, diffuse large cell
disease	diffuse large b-cell lymphoma	lymphoma, diffuse large-cell
disease	diffuse large b-cell lymphoma	lymphoma, histiocytic
disease	diffuse large b-cell lymphoma	lymphoma, histiocytic, diffuse
disease	diffuse large b-cell lymphoma	lymphoma large
disease	diffuse large b-cell lymphoma	lymphoma, large b-cell, diffuse
disease	diffuse large b-cell lymphoma	lymphoma, large cell
disease	diffuse large b-cell lymphoma	lymphoma, large-cell
disease	diffuse large b-cell lymphoma	lymphoma, large cell, diffuse
disease	diffuse large b-cell lymphoma	lymphoma, large-cell, diffuse
disease	diffuse large b-cell lymphoma	lymphoma large diffuse
disease	diffuse large b-cell lymphoma	lymphoma, large lymphoid, diffuse
disease	diffuse large b-cell lymphoma	lymphomas, diffuse histiocytic
disease	diffuse large b-cell lymphoma	lymphomas, diffuse large-cell
disease	diffuse large b-cell lymphoma	lymphomas, histiocytic
disease	diffuse large b-cell lymphoma	lymphomas, large-cell
disease	diffuse large b-cell lymphoma, tonsillitis	diffuse large b-cell lymphoma, tonsillitis
disease	down syndrome	down syndrome
disease	down syndrome	trisomy 21
disease	down syndrome	trisomy 21 (down syndrome)
disease	down syndrome	trisomy 21 syndrome
disease	dukes' type c, grade iv, colorectal adenocarcinoma	dukes' type c, grade iv, colorectal adenocarcinoma
disease	embryonal carcinoma	carcinoma, embryonal, malignant
disease	embryonal carcinoma	embryonal carcinoma
disease	embryonal carcinoma	embryonal carcinoma, mediastinitis, seminoma
disease	embryonal carcinoma	malignant pluripotent embryonal carcinoma
disease	embryonal carcinoma, mediastinitis, seminoma	embryonal carcinoma, mediastinitis, seminoma
disease	embryonal testis carcinoma	cancer, embryonal carcinoma, embryonal testis carcinoma
disease	embryonal testis carcinoma	embryonal carcinoma of testis
disease	embryonal testis carcinoma	embryonal carcinoma of the testis
disease	embryonal testis carcinoma	embryonal testis carcinoma
disease	embryonal testis carcinoma	testicular embryonal carcinoma
disease	endometrial adenocarcinoma	adenocarcinoma, endometrial, malignant
disease	endometrial adenocarcinoma	adenocarcinoma of endometrium
disease	endometrial adenocarcinoma	adenocarcinoma of the endometrium
disease	endometrial adenocarcinoma	endometrial adenocarcinoma
disease	endometrial carcinoma	cancer, endometrial carcinoma
disease	endometrial carcinoma	carcinoma, endometrial, malignant
disease	endometrial carcinoma	carcinoma of endometrium
disease	endometrial carcinoma	carcinoma of the endometrium
disease	endometrial carcinoma	endometrial cancer
disease	endometrial carcinoma	endometrial carcinoma
disease	endometriosis	endometriosis
disease	esophageal carcinoma	cancer of esophagus
disease	esophageal carcinoma	cancer of the esophagus
disease	esophageal carcinoma	carcinoma of esophagus
disease	esophageal carcinoma	carcinoma of the esophagus
disease	esophageal carcinoma	esophageal cancer
disease	esophageal carcinoma	esophageal cancer, nos
disease	esophageal carcinoma	esophageal carcinoma
disease	esophageal carcinoma	esophagus carcinoma
disease	esophagitis	esophagitis
disease	essential thrombocythemia	essential thrombocytemia
disease	essential thrombocythemia	essential thrombocythemia
disease	essential thrombocythemia	essential thrombocytosis
disease	essential thrombocythemia	et
disease	essential thrombocythemia	idiopathic thrombocythemia
disease	essential thrombocythemia	primary thrombocythemia
disease	essential thrombocythemia	primary thrombocytosis
disease	ewing sarcoma	es
disease	ewing sarcoma	ewing sarcoma
disease	ewing sarcoma	ewing's sarcoma
disease	ewing sarcoma	ewing's tumor
disease	ewing's sarcoma	ewing's sarcoma
disease	fibrocystic disease	fibrocystic disease
disease	fibrosarcoma	fibrosarcoma
disease	fibrosarcoma	fibrosarcoma (excluding infantile fibrosarcoma)
disease	fibrosarcoma	fibrosarcoma, malignant
disease	fibrosarcoma	fibrosarcoma - not infantile
disease	fibrosarcoma	malignant fibromatous neoplasm
disease	follicular lymphoma	follicle center lymphoma
disease	follicular lymphoma	follicular centre cell lymphoma
disease	follicular lymphoma	follicular lymphoma
disease	follicular lymphoma	follicular non-hodgkin lymphoma
disease	follicular lymphoma	follicular non-hodgkin's lymphoma
disease	follicular lymphoma	lymphoma, follicular centre cell
disease	follicular lymphoma	lymphoma, follicular, malignant
disease	gastric adenocarcinoma	adenocarcinoma of stomach
disease	gastric adenocarcinoma	adenocarcinoma of the stomach
disease	gastric adenocarcinoma	adenocarcinoma - stomach
disease	gastric adenocarcinoma	gastric adenocarcinoma
disease	gastric adenocarcinoma	gastric (stomach) adenocarcinoma
disease	gastric adenocarcinoma	stomach adenocarcinoma
disease	gastric carcinoma	cancer of stomach
disease	gastric carcinoma	cancer of the stomach
disease	gastric carcinoma	carcinoma of stomach
disease	gastric carcinoma	carcinoma of the stomach
disease	gastric carcinoma	gastric cancer
disease	gastric carcinoma	gastric cancer, nos
disease	gastric carcinoma	gastric carcinoma
disease	gastric carcinoma	gastric (stomach) cancer
disease	gastric carcinoma	stomach cancer
disease	gastric carcinoma	stomach carcinoma
disease	gastrointestinal stromal tumor	gastrointestinal stromal neoplasm
disease	gastrointestinal stromal tumor	gastrointestinal stromal tumor
disease	gastrointestinal stromal tumor	gastrointestinal stromal tumor (gist)
disease	gastrointestinal stromal tumor	gist
disease	glioblastoma	gbm
disease	glioblastoma	gbm (glioblastoma)
disease	glioblastoma	glioblastoma
disease	glioblastoma	glioblastoma multiforme
disease	glioblastoma	grade iv astrocytic neoplasm
disease	glioblastoma	grade iv astrocytic tumor
disease	glioblastoma	grade iv astrocytoma
disease	glioblastoma	malignant glioblastoma
disease	glioblastoma	spongioblastoma multiforme
disease	glioblastoma	who grade iv glioma
disease	glioblastoma multiforme	glioblastoma multiforme
disease	glioma	glial neoplasm
disease	glioma	glial tumor
disease	glioma	glioma
disease	glioma	neoplasm of neuroglia
disease	glioma	neoplasm of the neuroglia
disease	glioma	neuroglial neoplasm
disease	glioma	neuroglial tumor
disease	glioma	neuroglioma
disease	glioma	tumor of neuroglia
disease	glioma	tumor of the neuroglia
disease	grade iv, adenocarcinoma	grade iv, adenocarcinoma
disease	granular renal cell carcinoma	granular cell carcinoma of kidney
disease	granular renal cell carcinoma	granular cell carcinoma of the kidney
disease	granular renal cell carcinoma	granular renal cell carcinoma
disease	granular renal cell carcinoma	kidney granular cell carcinoma
disease	granular renal cell carcinoma	kidney renal clear cell carcinoma
disease	head and neck squamous cell carcinoma	head and neck squamous cell carcinoma
disease	head and neck squamous cell carcinoma	head and neck squamous cell carcinoma, nos
disease	head and neck squamous cell carcinoma	scchn
disease	head and neck squamous cell carcinoma	squamous cell carcinoma of head and neck
disease	head and neck squamous cell carcinoma	squamous cell carcinoma of the head and neck
disease	healthy	apparently healthy
disease	healthy	healthy
disease	hepatic rhabdoid tumor	hepatic rhabdoid tumor
disease	hepatitis	hepatitis
disease	hepatoblastoma	hbl
disease	hepatoblastoma	hepatoblastoma
disease	hepatoblastoma	hepatoblastoma, malignant
disease	hepatoblastoma	pediatric embryonal hepatoma
disease	hepatoblastoma	pediatric hepatoblastoma
disease	hepatocellular adenocarcinoma	hepatocellular adenocarcinoma
disease	hepatocellular carcinoma	cancer, hepatocellular carcinoma
disease	hepatocellular carcinoma	carcinoma, hepatocellular, malignant
disease	hepatocellular carcinoma	carcinoma of liver cells
disease	hepatocellular carcinoma	carcinoma of the liver cells
disease	hepatocellular carcinoma	hcc
disease	hepatocellular carcinoma	hepatocellular adenocarcinoma
disease	hepatocellular carcinoma	hepatocellular cancer
disease	hepatocellular carcinoma	hepatocellular carcinoma
disease	hepatocellular carcinoma	hepatoma
disease	hepatocellular carcinoma	liver cell cancer (hepatocellular carcinoma)
disease	hepatocellular carcinoma	liver cell carcinoma
disease	hepatocellular carcinoma	liver hepatocellular carcinoma
disease	hepatocellular carcinoma	primary carcinoma of liver cells
disease	hepatocellular carcinoma	primary carcinoma of the liver cells
disease	hereditary spherocytosis	hereditary spherocytosis
disease	hereditary spherocytosis	hereditary spherocytosis type 2
disease	hereditary spherocytosis type 2	hereditary spherocytosis type 2
disease	human b cell non-hodgkin's lymphoma	human b cell non-hodgkin's lymphoma
disease	igak myeloma	igak myeloma
disease	immunoblastic lymphoma	immunoblastic lymphoma
disease	immunoblastic lymphoma	lymphoma, immunoblastic, malignant
disease	immunoblastic lymphoma	refractory immunoblastic b cell lymphoma progressed from follicular centroblastic/centrocytic lymphoma
disease	immunoglobulin a lambda myeloma	immunoglobulin a lambda myeloma
disease	immunoglobulin lambda locus	igl
disease	immunoglobulin lambda locus	immunoglobulin a lambda myeloma
disease	immunoglobulin lambda locus	immunoglobulin lambda gene
disease	immunoglobulin lambda locus	immunoglobulin lambda locus
disease	immunoglobulin lambda locus	lambda light chain gene
disease	invasive breast carcinoma	breast invasive carcinoma
disease	invasive breast carcinoma	infiltrating breast cancer
disease	invasive breast carcinoma	infiltrating breast carcinoma
disease	invasive breast carcinoma	infiltrating carcinoma of breast
disease	invasive breast carcinoma	infiltrating carcinoma of the breast
disease	invasive breast carcinoma	invasive breast cancer
disease	invasive breast carcinoma	invasive breast carcinoma
disease	invasive breast carcinoma	invasive carcinoma of breast
disease	invasive breast carcinoma	invasive carcinoma of the breast
disease	invasive breast carcinoma	invasive mammary carcinoma
disease	kidney chromophobe	kidney chromophobe
disease	kidney renal clear cell carcinoma	kidney renal clear cell carcinoma
disease	kidney renal papillary cell carcinoma	kidney renal papillary cell carcinoma
disease	large cell lymphoma; diffuse mixed histiocytic and lymphocytic lymphoma; follicular b cell lymphoma	large cell lymphoma; diffuse mixed histiocytic and lymphocytic lymphoma; follicular b cell lymphoma
disease	leukemia	blood (leukemia)
disease	leukemia	cancer, leukemia
disease	leukemia	leukemia
disease	leukemia	leukemia, disease
disease	leukemia	leukemia, malignant
disease	leukemia	leukemia nos
disease	leukemia	leukemia, nos
disease	leukemia	leukemias
disease	leukemia	leukemias, general
disease	liver carcinoma	liver and intrahepatic bile duct carcinoma
disease	liver carcinoma	liver carcinoma
disease	liver hepatocellular carcinoma	liver hepatocellular carcinoma
disease	lung adenocarcinoma	adenocarcinoma of lung
disease	lung adenocarcinoma	adenocarcinoma of the lung
disease	lung adenocarcinoma	cancer, lung adenocarcinoma
disease	lung adenocarcinoma	lung adenocarcinoma
disease	lung cancer	lung cancer
disease	lung carcinoma	cancer, lung carcinoma
disease	lung carcinoma	cancer of lung
disease	lung carcinoma	cancer of the lung
disease	lung carcinoma	carcinoma of lung
disease	lung carcinoma	carcinoma of the lung
disease	lung carcinoma	lung cancer
disease	lung carcinoma	lung cancer, nos
disease	lung carcinoma	lung carcinoma
disease	lung large cell carcinoma	anaplastic lung carcinoma
disease	lung large cell carcinoma	carcinoma; large cell lung cancer
disease	lung large cell carcinoma	large cell carcinoma of lung
disease	lung large cell carcinoma	large cell carcinoma of the lung
disease	lung large cell carcinoma	large cell lung cancer
disease	lung large cell carcinoma	large cell lung carcinoma
disease	lung large cell carcinoma	large cell undifferentiated lung carcinoma
disease	lung large cell carcinoma	lung large cell carcinoma
disease	lung squamous cell carcinoma	epidermoid cell carcinoma of lung
disease	lung squamous cell carcinoma	epidermoid cell carcinoma of the lung
disease	lung squamous cell carcinoma	epidermoid cell lung carcinoma
disease	lung squamous cell carcinoma	lung squamous cell carcinoma
disease	lung squamous cell carcinoma	squamous cell carcinoma of lung
disease	lung squamous cell carcinoma	squamous cell carcinoma of the lung
disease	lung squamous cell carcinoma	squamous cell lung cancer
disease	lung squamous cell carcinoma	squamous cell lung carcinoma
disease	lymphoblastic leukemia, lymphoma	lymphoblastic leukemia, lymphoma
disease	lymphoid neoplasm diffuse large b-cell lymphoma	lymphoid neoplasm diffuse large b-cell lymphoma
disease	lymphoma	lymphoma
disease	malignant glioblastoma	malignant glioblastoma
disease	malignant melanoma	malignant melanoma
disease	malignant pluripotent embryonal carcinoma	malignant pluripotent embryonal carcinoma
disease	malignant primitive neuroectodermal tumor	malignant primitive neuroectodermal tumor
disease	mammary ductal carcinoma	mammary ductal carcinoma
